zcta,year,merge_key,number_of_households,household_median_income_1yr,household_mean_income_1yr,number_of_rent_home,median_rent,number_of_owned_home,median_home_value,population_25_and_over,less_than_9th_grade,9th_to_12th_grade,high_school_graduate,some_college_no_degree,associates_degree,bachelors_degree,graduate_or_professional_degree,total_population,pct_children_teens_5-19,pct_young_adults_20-34,pct_middle_aged_35-59,pct_older_adults_60+,housing_units,pct_1_person,pct_2_person,pct_3_person,pct_4_or_more_person
10009,2021,2021_10009,29407,77551,122290,26275,1740,2765,626300,47484,6.159969673995451,5.452362901187769,11.570213124420857,9.923342599612502,4.483615533653442,37.894869850897145,24.51562631623284,60000,8.934999999999999,21.933333333333334,35.95666666666666,27.908333333333335,29407,47.420682150508384,30.09487536980991,13.9626619512361,8.521780528445607
10010,2021,2021_10010,16207,131635,217670,11096,2513,4884,1028800,24661,1.3503102063987673,2.0072178743765456,8.519524755687117,7.46522849843883,1.922063176675723,39.50772474757714,39.22793074084587,33193,13.195553279305877,19.660771849486338,36.805953062392675,23.459765613231706,16207,48.361818967112974,34.102548281606715,8.42228666625532,9.11334608502499
10011,2021,2021_10011,29222,139343,220009,17932,2301,11017,1042400,43115,2.124550620433724,1.5586222892264874,6.767946190420967,7.765278905253393,2.834280412849356,39.32274150527659,39.62658007653948,51867,8.895829718318005,15.067383885707677,39.23496635625735,32.57948213700426,29222,59.51338032988844,26.746971459859008,8.298542194237218,5.441106016015331
10012,2021,2021_10012,11964,117581,194972,9520,2406,2359,2000001,17490,1.8238993710691824,2.195540308747856,5.09433962264151,6.214979988564894,2.1612349914236706,47.34133790737564,35.16866781017725,22269,6.0263146077506855,25.349140060173337,43.684045085095875,21.08761057972967,11964,55.40789033767971,29.663991975927782,9.754262788365095,5.1738548980274155
10013,2021,2021_10013,12334,137572,335135,8345,1951,3557,2000001,22119,8.079027080790272,6.84027306840273,6.97590306975903,6.25254306252543,1.8445680184456803,43.76328043763281,26.24440526244405,29563,12.055610053106923,17.91090214119,38.15242025504854,24.456245983154616,12334,32.625263499270304,33.24144640830225,15.761310199448678,18.371979892978757
10014,2021,2021_10014,17685,136559,227995,12006,2587,5242,1266100,25727,0.2682007229758619,0.6102538189450771,5.297936020523186,8.026586854277609,1.2788121428849069,46.138298285847554,38.379912154545806,29815,5.497232936441389,20.18447090390743,39.614288110011735,29.83733020291799,17685,58.416737348035056,30.35340684195646,6.581849024597116,4.648006785411366
10016,2021,2021_10016,30115,136431,198234,21283,2793,8458,883100,44420,1.4745610085547052,1.958577217469608,4.396668167492121,7.19945970283656,2.5168842863574965,42.633948671769474,39.81990094552004,56758,7.021036682053631,31.125127735297227,38.466824060044395,17.389619084534335,30115,53.020089656317445,32.68802922131828,8.796280923128009,5.495600199236261
10017,2021,2021_10017,9471,136112,195183,6398,2606,3010,801800,13417,2.4968323768353584,1.3639412685399122,4.457032123425505,6.476857717820675,0.223596929268838,41.10456883058807,43.877170753521646,15514,4.054402475183705,19.962614412788447,41.233724377981176,30.8044347041382,9471,57.343469538591485,34.4419807834442,4.286770140428677,3.9277795375356352
10018,2021,2021_10018,4535,130457,188857,3871,3291,633,667700,6894,2.727008993327531,4.4676530316217,6.890049318247751,5.425007252683493,2.3063533507397738,42.52973600232086,35.65419205105889,8063,6.412005457025921,24.680639960312536,46.806399603125385,17.164826987473646,4535,53.8037486218302,35.63395810363837,6.681367144432195,3.8809261300992284
10019,2021,2021_10019,26403,105538,179458,20212,2128,6016,907400,38542,1.7643090654351097,1.8966322453427429,9.415702350682372,7.80706761455036,4.447096673758497,38.49047792019096,36.17871413003996,43989,5.176294073518379,18.363681829548298,43.99736297710791,28.34799608993157,26403,58.92890959360678,30.265500132560696,6.847706699996213,3.9578835738363063
10020,2021,2021_10020,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10021,2021,2021_10021,21312,136060,240154,11266,2437,9695,1593100,33676,0.6770400285069486,1.327354792730728,6.339826582729541,9.903195153818745,2.984321178287207,36.78881102268678,41.97945124124005,42484,12.87308163073157,11.512569437906036,34.77073721871764,32.32040297523774,21312,45.72541291291291,30.302177177177175,11.866554054054054,12.105855855855856
10022,2021,2021_10022,18294,156255,274674,8889,2519,8989,1051500,28228,1.38869207878702,0.6589202210571063,6.383732464219924,5.9515374805158,2.706532520901233,34.72792971517642,48.1826555193425,33303,7.38672191694442,11.245233162177582,32.24934690568418,39.083566045101044,18294,49.743085164534826,36.13206515797529,9.893954301956926,4.2308953755329615
10023,2021,2021_10023,35480,136109,230171,21431,2399,13520,1337600,52962,0.8647709678637514,1.4859710735999394,5.881575469204335,7.849023828405271,1.8749291945168236,35.81813375627809,46.22559571013179,65891,11.62374224097373,10.14857871332959,37.62425824467681,33.29134479670972,35480,51.530439684329195,32.127959413754226,8.165163472378804,8.176437429537769
10024,2021,2021_10024,29475,153177,280261,18076,2543,11266,1641100,49815,2.4550838100973604,1.2666867409414837,5.060724681320887,5.747264880056209,2.748168222422965,34.8730302117836,47.849041453377495,63916,12.730771637774579,9.179235246260717,40.27160648350961,27.80524438325302,29475,42.68702290076336,31.745547073791347,9.32994062765055,16.23748939779474
10025,2021,2021_10025,41418,103440,187489,27098,1690,13365,1043600,73319,4.933236950858577,3.884395586410071,10.155621325986443,10.18017157899044,2.95694158403688,27.8127088476384,40.07692412607919,96918,12.707649765781381,19.105842052043997,31.01900575744444,29.974824078086634,41418,40.59104737070839,33.362306243662175,13.97942923366652,12.067217151962915
10026,2021,2021_10026,15034,65038,112171,11678,1415,3077,988900,28518,5.884003085770391,7.388316151202749,20.21179605862964,11.974893050003509,4.835542464408444,27.757907286625983,21.947541903359284,39401,14.956473185959748,18.4690743889749,39.78325423212608,19.6264054211822,15034,38.33311161367567,27.910070506851138,18.291871757350005,15.464946122123187
10027,2021,2021_10027,23638,58435,103558,19946,1353,3249,798600,42596,5.066203399380224,7.331674335618368,20.015963940276084,11.801577612921404,5.01690299558644,24.81453657620434,25.953141140013148,65840,18.171324422843256,23.983900364520046,32.66251518833536,18.19866342648846,23638,39.70725103646671,29.52872493442762,14.997038666553856,15.766985362551825
10028,2021,2021_10028,24790,149789,247394,15925,2570,8538,1405100,39152,1.0906211687780956,0.7253780138945648,5.3994687372292605,7.598590110339192,3.665202288516551,33.93440948099714,47.5863302002452,47793,10.790283095850857,13.631703387525368,38.78810704496475,28.715502270206937,24790,45.65550625252118,33.005244050020174,10.71803146430012,10.621218233158531
10029,2021,2021_10029,33024,33901,70923,30046,1038,2358,612400,56351,13.380419158488758,10.613831165374172,24.47693918475271,14.718461074337633,5.054036308140051,18.22327908998953,13.533034018917146,77661,15.849654266620313,15.957816664735194,34.99826167574458,25.53147654549903,33024,45.206516472868216,27.716206395348834,14.407703488372093,12.669573643410853
10030,2021,2021_10030,13111,42834,76965,11084,1106,1915,719300,23175,9.665587918015104,11.81445523193096,21.872707659115427,16.871628910463862,4.694714131607335,17.738942826321466,17.341963322545848,31611,13.814811299863972,15.858403720223972,38.119641896808076,23.10588086425611,13111,44.15376401494928,26.26801922050187,16.535733353672487,13.042483410876363
10031,2021,2021_10031,21473,57180,85279,17985,1620,2819,562100,46813,11.919765876999978,9.467455621301776,18.79392476448849,16.55736654348151,4.332129963898916,22.77358853309978,16.15576869672954,61801,13.435057685150724,19.519101632659662,39.98802608372033,21.76663808028996,21473,33.479253015414706,29.08769151958273,15.857122898523727,21.575932566478834
10032,2021,2021_10032,21959,55059,74843,19569,1375,2104,501900,46145,17.384331996966086,9.318452703434826,17.295481633979843,14.881352259183007,4.990789901397768,21.64914942030556,14.480442084732909,60529,11.102116340927488,21.86389994878488,36.681590642501945,24.45274166102199,21959,38.85878227605993,26.781729586957514,18.13379479939888,16.225693337583678
10033,2021,2021_10033,20079,71630,107765,16884,1541,2728,626200,45642,14.063800885149645,11.193637439200735,18.355900267297663,12.460014898558343,6.3143595810875945,21.705884930546425,15.90640199815959,60739,13.059154744068884,18.457663115955153,38.6473270880324,23.42975682839691,20079,28.880920364559987,31.361123561930377,16.265750286368842,23.492205787140794
10034,2021,2021_10034,15763,63851,81250,13993,1469,1464,425200,32131,12.7571504154866,9.977902959758488,18.12268525722822,15.856960567676076,5.169462512838069,22.862656001991848,15.253182285020698,43365,13.955955263461316,14.008993427879627,41.432030439294365,22.704946385333795,15763,35.21537778341686,29.290109750681975,14.007485884666623,21.487026581234538
10035,2021,2021_10035,14350,32555,66588,12817,971,1389,634500,26061,11.21215609531484,13.518284025939142,25.74728521545605,14.412340278577185,5.525497870381029,17.32473811442385,12.25969839990791,37042,16.065547216672968,15.417634037039036,36.50180875762648,22.43669348307327,14350,48.77351916376307,23.48432055749129,12.487804878048781,15.254355400696864
10036,2021,2021_10036,18598,98177,138231,16706,2196,1655,1173700,25667,4.001246737055364,3.272684770327658,10.199867534187868,10.332333346320176,4.784353449955195,39.09299879222348,28.31651536993026,30437,5.6017347307553305,18.59578802115846,47.632815323455006,24.043105430890034,18598,60.00107538444994,29.917195397354558,6.635122056135067,3.446607162060437
10037,2021,2021_10037,9922,48782,73954,9285,1350,617,-666666666,14546,5.431046335762408,7.617214354461707,25.429671387322976,12.704523580365738,5.121682936889867,25.202804894816445,18.49305651038086,19374,13.069061628987303,12.547744399710952,38.63425209043048,25.095488799421908,9922,54.434589800443455,27.494456762749447,9.232009675468655,8.83894376133844
10038,2021,2021_10038,10494,99924,148712,7419,2637,2999,797800,17077,10.517069742929086,7.589155003806288,9.88464015927856,6.505826550330854,3.396381097382444,40.334953446155644,21.771974000117115,23356,14.338927898612777,20.936804247302618,33.404692584346634,23.86110635382771,10494,41.54755098151325,34.48637316561845,14.351057747284163,9.615018105584143
10039,2021,2021_10039,11550,50164,69073,9650,1064,1817,528100,18495,8.532035685320356,8.591511219248446,24.471478778048123,19.470127061367936,7.818329278183294,16.9397134360638,14.176804541768046,27234,18.906513916427997,16.03877506058603,34.622163472130424,23.099801718440183,11550,37.41125541125541,34.84848484848485,15.662337662337663,12.077922077922079
10040,2021,2021_10040,16502,54700,76397,14026,1499,2136,416100,33768,12.83463634209903,10.021321961620467,20.30028429282161,14.72399905235726,4.877398720682303,21.283463634209905,15.95889599620943,45771,15.363439732581766,14.66212230451596,35.389220248629044,26.931900111424266,16502,34.98969821839777,27.396679190401162,18.82196097442734,18.791661616773723
10044,2021,2021_10044,4914,115294,163681,3773,2810,1128,951500,9744,3.273809523809524,2.92487684729064,14.501231527093598,6.044745484400657,4.6592775041050905,25.31814449917898,43.27791461412151,12155,9.444672974084739,12.283011106540519,41.73591114767585,25.643767996709173,4914,36.324786324786324,33.2926332926333,17.90801790801791,12.474562474562473
10065,2021,2021_10065,16112,152335,253089,10945,2560,5056,1284300,24691,0.9355635656717022,0.7209104532015714,5.568830748045847,6.139889028390912,1.2717184399173789,40.6463893726459,44.71669839212669,31270,9.645027182603133,13.39622641509434,39.066197633514555,26.776463063639273,16112,48.57869910625621,30.98311817279047,9.347070506454816,11.09111221449851
10069,2021,2021_10069,2651,183178,265053,1760,2790,891,1740000,4065,0.0,0.0,7.109471094710947,1.6482164821648215,3.1734317343173437,31.832718327183272,56.23616236162362,5774,16.937997921718047,5.97506061655698,41.3058538275026,22.80914444059577,2651,46.02036967182195,21.19954734062618,22.821576763485478,9.95850622406639
10075,2021,2021_10075,12227,131372,266816,6429,2233,5488,1005300,18047,0.5208621931622984,1.2245802626475315,8.644095971629634,5.39701889510722,2.316174433423838,36.028148722779406,45.86911952125007,23391,11.04270873412851,16.502073447052286,31.57197212603138,31.118806378521654,12227,49.88140999427497,30.04825386439846,8.832910771243968,11.237425370082605
10103,2021,2021_10103,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10110,2021,2021_10110,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10111,2021,2021_10111,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10112,2021,2021_10112,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10115,2021,2021_10115,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10119,2021,2021_10119,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10128,2021,2021_10128,29351,127919,218422,19558,2335,9293,1175400,46197,2.1083620148494493,2.0434227330779056,7.615213109076347,4.7687079247570185,4.9830075546031125,34.63428361148993,43.84700305214624,58147,10.568043063270677,15.66202899547698,35.79032452233133,31.43928319603763,29351,45.99502572314402,31.923954890804403,11.968927804844808,10.112091581206775
10152,2021,2021_10152,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10153,2021,2021_10153,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10154,2021,2021_10154,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10162,2021,2021_10162,1208,99300,146926,1133,3068,0,-666666666,1642,0.0,5.84652862362972,25.700365408038977,0.0,4.567600487210719,42.14372716199756,21.74177831912302,2268,6.3051146384479715,5.99647266313933,38.88888888888889,24.514991181657848,1208,51.158940397350996,27.40066225165563,8.940397350993377,12.5
10165,2021,2021_10165,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10167,2021,2021_10167,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10168,2021,2021_10168,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10169,2021,2021_10169,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10170,2021,2021_10170,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10171,2021,2021_10171,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10172,2021,2021_10172,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10173,2021,2021_10173,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10174,2021,2021_10174,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10177,2021,2021_10177,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10199,2021,2021_10199,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10271,2021,2021_10271,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10278,2021,2021_10278,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10279,2021,2021_10279,56,-666666666,-999999999,56,-666666666,0,-666666666,131,0.0,0.0,0.0,46.56488549618321,10.687022900763358,9.16030534351145,33.587786259541986,131,0.0,0.0,80.1526717557252,19.84732824427481,56,0.0,100.0,0.0,0.0
10280,2021,2021_10280,4208,178148,259093,2870,3501,1303,885000,7220,0.9833795013850416,0.5678670360110804,5.277008310249308,7.257617728531857,0.2493074792243767,41.13573407202216,44.52908587257618,8582,8.855744581682591,7.9468655325099045,53.623863901188535,24.30668841761827,4208,40.35171102661597,35.09980988593156,15.89828897338403,8.650190114068442
10282,2021,2021_10282,2581,250001,442237,2322,3501,246,2000001,4405,0.2724177071509648,0.4994324631101022,5.516458569807037,3.745743473325766,9.398410896708285,33.643586833144155,46.92395005675369,6419,21.467518305031934,5.748558965570962,50.41283689048139,11.730799189904968,2581,29.329717163889967,34.48275862068966,17.047655947307245,19.139868268113133
10301,2021,2021_10301,14308,78053,111315,7499,1494,6543,563300,27433,5.154376116356214,9.160500127583568,24.867859876790728,16.305179892829806,5.4350599642766015,20.08529872780957,18.991725294353515,38736,16.37494836844279,15.048017348203222,33.16036761668732,27.770033044196616,14308,32.275649986021804,29.738607771875873,15.753424657534246,22.232317584568072
10302,2021,2021_10302,5597,73927,90391,2336,1576,3190,452500,11729,7.127632364225424,8.87543695114673,35.26302327564157,15.107852331827097,6.454088157558189,18.066331315542676,9.105635604058318,18144,20.089285714285715,14.770723104056437,33.92305996472663,22.08443562610229,5597,25.120600321600854,22.029658745756656,13.739503305342149,39.110237627300336
10303,2021,2021_10303,8387,69879,92679,3115,1164,5193,382500,17573,8.860183235645593,9.4975246116201,31.582541398736694,15.38724179138451,8.752062823649917,17.054572355317816,8.865873783645364,27469,23.70308347591831,14.408970111762349,32.08343951363355,23.226182241799847,8387,18.802909264337668,26.326457612972458,20.341003934660783,34.52962918802909
10304,2021,2021_10304,15160,64539,100967,7592,1234,7344,561200,30210,6.150281363786825,10.499834491890104,29.728566699768287,17.384971863621317,5.729890764647467,20.046342270771262,10.460112545514727,43849,19.314009441492395,14.258021847704622,33.04294282651828,26.03936235718032,15160,26.147757255936675,31.246701846965696,15.362796833773087,27.242744063324537
10305,2021,2021_10305,15969,76833,100743,5077,1421,10532,544000,31973,8.832452381697056,7.099740405967535,29.312232195915307,14.22450192349795,8.754261408063053,20.24520689331624,11.531604791542865,44531,17.551817834766794,12.734948687431228,32.2988479935326,30.190204576587096,15969,27.052414052226187,26.407414365332833,14.741060805310289,31.79911077713069
10306,2021,2021_10306,19820,88687,111383,5418,1439,14164,586400,39553,4.674740221980633,5.433216190933684,32.84959421535661,16.94940965287083,6.849037999646044,20.064217632038027,13.17978408717417,55805,18.960666606934865,10.972135113341098,33.12248006451035,29.80198906907983,19820,24.339051463168516,27.901109989909184,18.55196770938446,29.20787083753784
10307,2021,2021_10307,5146,117469,136066,1034,1388,4032,763300,10085,2.578086266732772,6.564204263758057,24.50173525037184,16.98562221120476,10.798215171046108,22.55825483391175,16.013882002974714,14828,20.420825465335852,10.203668734826005,35.0080927974103,27.475047207984893,5146,21.41469102215313,26.097940147687527,15.876408861251456,36.61095996890789
10308,2021,2021_10308,10488,116082,126978,1853,1660,8217,591100,22255,1.8782296113232984,2.6106492922938664,28.91934396764772,15.933498090316784,8.87441024488879,24.09795551561447,17.685913277915073,30353,16.828649556880706,11.913155207063554,34.69838236747603,30.01680229301881,10488,17.74408848207475,27.240655987795577,22.091914569031275,32.9233409610984
10309,2021,2021_10309,12114,107500,133325,2001,1663,9919,625800,25121,3.3637195971497955,5.505354086222682,28.97575733450102,17.678436367978982,6.998129055372,22.550853867282356,14.927749691493172,35832,18.650926546104042,11.397633400312571,32.81145344943067,30.04855994641661,12114,20.381376919266962,26.341423146772332,18.19382532606901,35.08337460789169
10310,2021,2021_10310,9070,96161,108100,3366,1433,5590,559700,17554,5.691010595875584,6.91010595875584,30.34635980403327,16.49196764270252,8.385553150279138,18.19528312635297,13.979719722000684,25976,18.809670465044654,12.569294733600245,32.48383122882661,27.02494610409609,9070,23.18632855567806,26.637265711135612,18.544652701212787,31.631753031973542
10311,2021,2021_10311,0,-666666666,-666666666,0,-666666666,0,-666666666,0,,,,,,,,0,0.0,0.0,0.0,0.0,0,,,,
10312,2021,2021_10312,21708,100875,123417,3469,1590,17870,603000,44243,2.192437221707389,4.565694008091676,30.33926270822503,17.783604185972923,7.890513753588138,22.059986890581563,15.168501231833284,63935,18.290451239540158,12.343786658324861,32.24368499257058,29.15461015093454,21708,20.582273816104664,28.09563294637922,17.316196793808732,34.00589644370739
10314,2021,2021_10314,31761,94578,116963,7375,1503,23841,586200,66660,5.402040204020402,4.731473147314731,30.175517551755178,16.17761776177618,6.813681368136813,23.414341434143417,13.285328532853285,93736,18.238456942903476,12.27489971835794,32.255483485533844,29.39638986088589,31761,21.816063725953214,27.757312427190577,17.216082617046062,33.21054122981014
10451,2021,2021_10451,20434,33945,54313,17432,1136,2872,186500,33101,13.02075465998006,15.39530527778617,25.34364520709344,19.080994531887256,8.135705869913295,13.241291803872995,5.782302649466783,50118,19.918991180813283,15.980286523803823,34.34295063649787,20.63530069037072,20434,39.93833806401096,23.906234706861113,15.219731819516491,20.935695409611434
10452,2021,2021_10452,27940,33877,44666,26537,1241,759,375600,49385,16.626506024096386,15.077452667814114,27.903209476561702,16.507036549559583,9.180925382201073,10.768451959096891,3.936417940670244,79838,24.55973346025702,14.642150354467798,33.298679826648964,19.37799043062201,27940,28.156764495347176,25.07874015748032,18.450250536864708,28.314244810307805
10453,2021,2021_10453,27864,34860,48372,25737,1269,1385,518200,50520,16.47268408551069,15.447347585114809,29.362628661916077,16.68844022169438,7.252573238321457,11.114410134600158,3.661916072842439,80393,22.3365218364783,15.824760862264128,33.807669821999426,19.958205316383264,27864,28.621159919609536,23.48550100488085,21.055842664369795,26.83749641113982
10454,2021,2021_10454,14259,21846,39741,13469,908,657,633500,24140,19.304059652029824,18.84424192212096,29.623032311516155,14.589892294946146,5.459817729908865,9.382767191383596,2.796188898094449,38908,22.918165929885888,15.25650251876221,33.15513519070628,19.399609334841163,14259,36.28585454800477,23.234448418542677,16.284451925099937,24.19524510835262
10455,2021,2021_10455,15673,30741,44713,14055,1092,1426,328500,25968,15.060844115834874,18.43422674060382,27.83425754775108,15.861829944547134,8.283271719038817,10.59765865680838,3.927911275415896,42781,25.282251466772628,15.170285874570487,33.22970477548444,18.716252542016317,15673,32.31672302686148,22.918394691507686,20.142920946851273,24.621961334779556
10456,2021,2021_10456,31718,31166,46133,29506,1116,1788,390100,55629,16.26669542864333,17.92410433407036,29.15206097539053,17.258983623649534,7.97605565442485,8.459616387136206,2.9624835966851824,90314,22.92999977855039,15.724029497087937,32.87751622118387,20.189560865425076,31718,32.133173592281985,22.258654391827985,19.16262059398449,26.445551421905545
10457,2021,2021_10457,25682,38066,53193,23494,1254,1560,370000,47213,14.29055556732256,16.73056149789253,28.48156228157499,18.24497490098066,7.093385296422595,10.626310550060364,4.532649905746299,79443,23.55777098045139,16.168825447175962,31.63400173709452,18.803418803418804,25682,28.701035744879682,20.348882485787712,21.357370921267815,29.59271084806479
10458,2021,2021_10458,29090,38768,52267,27401,1375,993,432500,50808,17.890883325460557,14.261533616753267,27.828294756731225,20.00669185954968,5.88883640371595,9.537868052275233,4.585891985514092,86757,24.024574385928513,18.573717394561825,31.95707550975714,16.745622831587077,29090,28.2296321760055,25.737366792712272,17.597112409762804,28.435888621519425
10459,2021,2021_10459,17453,36631,53656,14860,1173,2126,478300,32482,19.219875623422205,13.99544363031833,27.84619173696201,15.648666954005297,9.088110338033372,10.525829690290006,3.6758820269687824,51303,22.43338596183459,15.960080307194513,32.52441377697211,20.97343235288385,17453,30.05786970721366,21.681086346186902,18.87354609522718,29.387497851372256
10460,2021,2021_10460,21480,31504,50458,18653,1191,2308,491800,38737,16.04925523401399,15.197356532514132,29.44471693729509,18.091230606396984,7.349562433848774,10.733923638898212,3.1339546170328108,59979,21.47418263058737,16.172326981110054,32.669767752046546,21.81096717184348,21480,29.473929236499067,25.56797020484171,19.73929236499069,25.21880819366853
10461,2021,2021_10461,19084,61087,80905,12197,1532,6433,528000,37759,9.976429460525967,9.240181148865172,26.5764453507773,16.578828888476917,10.736513149182976,16.978733546968936,9.912868455202734,52756,17.486162711350367,13.645841231329138,34.752445219501105,26.112669648949883,19084,29.826032278348354,27.46803605114232,17.522531963948857,25.183399706560472
10462,2021,2021_10462,29843,59032,73154,22893,1522,6637,400200,53581,8.784830443627405,9.118904089136077,28.81618484164163,15.503630018103433,9.712398051548124,18.02131352531681,10.042739030626528,78470,18.32674907608003,14.039760417994138,35.82770485535873,23.217790238307636,29843,32.08792681700901,25.00418858693831,18.027678182488355,24.88020641356432
10463,2021,2021_10463,30201,63048,93350,19753,1474,9946,319000,52376,8.316786314342448,8.946845883610814,19.05261952039102,15.243623033450437,6.359783106766457,21.380021383839924,20.7003207575989,73256,17.217702304248114,11.724636889811073,31.35306323031561,30.614557169378617,30201,38.87288500380782,27.737492136021984,16.29747359358962,17.092149266580577
10464,2021,2021_10464,1958,118972,129329,628,1641,1313,535000,3580,2.76536312849162,3.4636871508379885,23.016759776536315,11.06145251396648,11.787709497206704,22.43016759776536,25.474860335195533,4417,13.90083767262848,16.164817749603802,36.699117047769974,28.820466379895855,1958,28.907048008171603,33.146067415730336,24.974463738508682,12.972420837589377
10465,2021,2021_10465,16211,80245,99423,6903,1567,9147,538700,31145,8.585647776529138,7.121528335206293,27.60635736073206,20.661422379194093,7.686627066944935,16.62225076256221,11.716166318831272,46205,18.630018396277457,13.191213072178336,32.55275403094903,25.453955199653716,16211,28.41280611930171,28.264758497316638,19.289371414471653,24.03306396891
10466,2021,2021_10466,25014,62918,81664,14602,1383,9941,495900,51092,7.232051984655132,12.573397009316528,31.304313786894227,15.951616691458543,8.455335473263915,15.346825334690362,9.136459719721287,75767,19.40422611427138,15.439439333746883,32.30694101653754,25.37780300130664,25014,24.79411529543456,24.75013992164388,18.5296234108899,31.926121372031663
10467,2021,2021_10467,38175,42639,58443,32431,1403,5282,337600,67026,12.20869513323188,12.89947184674604,28.599349506161783,17.806522841882256,7.9983886849879156,12.27732521707994,8.210246769910185,102209,20.931620503086812,15.100431468853035,33.35322721091097,21.98632214384252,38175,36.220039292730846,24.804191224623445,15.761624099541585,23.214145383104125
10468,2021,2021_10468,27795,40138,52985,24935,1392,2210,240900,53117,15.074270007718807,13.869382683509986,29.436903439576785,19.184065365137336,7.50418886608807,10.03256961048252,4.898620027486492,82480,20.526188166828323,15.192774005819594,32.828564500484966,21.253637245392824,27795,28.422378125562155,22.57960064759849,20.050368771361757,28.947652455477602
10469,2021,2021_10469,23517,70415,88234,11383,1567,11709,518300,52183,7.414292010808117,9.872947128375142,28.18734070482724,18.86438112028822,8.824713029147425,17.005538202096467,9.83078780445739,75290,18.376942489042367,13.485190596360738,30.95630229778191,28.12591313587462,23517,22.66870774333461,23.719011778713273,20.300208359909853,33.312072118042266
10470,2021,2021_10470,6412,70107,95435,3765,1521,2317,505600,12503,5.142765736223306,10.669439334559708,26.03375189954411,16.22810525473886,5.918579540910182,26.305686635207547,9.701671598816285,16446,10.263893955977137,17.232153715189103,36.355344764684425,27.459564635777696,6412,35.16843418590144,26.59076731129133,17.607610729881472,20.633187772925766
10471,2021,2021_10471,9015,96368,139523,4083,1619,4845,360900,16593,3.423130235641535,4.501898390887724,15.711444585065992,14.43379738443922,5.110588802507081,25.564997288013014,31.254143313445425,23387,17.424210031213924,10.390387822294436,26.33086757600376,34.425107965964,9015,39.578480310593456,33.08929561841376,12.645590682196339,14.68663338879645
10472,2021,2021_10472,21876,36730,55264,18274,1312,3371,550300,42041,19.44292476392093,12.954021074665208,30.67006017934873,14.80221688351847,7.523607906567399,10.68242905734878,3.92474013463048,66720,21.404376498800957,16.531774580335732,31.06115107913669,21.531774580335732,21876,24.917718047174986,25.041140976412507,19.816236972024136,30.22490400438837
10473,2021,2021_10473,22362,48212,69479,15457,1010,6590,468500,40379,10.641670175091011,14.341613214789868,23.86884271527279,20.76822110502984,9.01211025533074,13.29899205032319,8.068550484162559,60296,19.250033169696167,15.105479633806553,29.93399230463049,27.30031842908319,22362,30.681513281459623,23.920042929970485,21.116179232626777,24.28226455594312
