,ttl_acai_shop,ttl_afghani_restaurant,ttl_african_restaurant,ttl_american_restaurant,ttl_amusement_center,ttl_art_gallery,ttl_asian_grocery_store,ttl_asian_restaurant,ttl_athletic_field,ttl_auditorium,ttl_bagel_shop,ttl_bakery,ttl_banquet_hall,ttl_bar,ttl_bar_and_grill,ttl_barbecue_area,ttl_barbecue_restaurant,ttl_body_art_service,ttl_book_store,ttl_bowling_alley,ttl_brazilian_restaurant,ttl_breakfast_restaurant,ttl_brunch_restaurant,ttl_buffet_restaurant,ttl_cafe,ttl_cafeteria,ttl_candy_store,ttl_cat_cafe,ttl_catering_service,ttl_chinese_restaurant,ttl_chocolate_shop,ttl_clothing_store,ttl_coffee_shop,ttl_comedy_club,ttl_concert_hall,ttl_confectionery,ttl_consultant,ttl_convenience_store,ttl_dance_hall,ttl_deli,ttl_dessert_restaurant,ttl_dessert_shop,ttl_diner,ttl_dog_cafe,ttl_donut_shop,ttl_event_venue,ttl_extended_stay_hotel,ttl_farm,ttl_fast_food_restaurant,ttl_fine_dining_restaurant,ttl_fitness_center,ttl_florist,ttl_food_court,ttl_food_delivery,ttl_food_store,ttl_french_restaurant,ttl_garden,ttl_gift_shop,ttl_greek_restaurant,ttl_grocery_store,ttl_gym,ttl_hamburger_restaurant,ttl_health,ttl_historical_landmark,ttl_historical_place,ttl_home_goods_store,ttl_hospital,ttl_hotel,ttl_ice_cream_shop,ttl_indian_restaurant,ttl_indonesian_restaurant,ttl_insurance_agency,ttl_internet_cafe,ttl_italian_restaurant,ttl_japanese_restaurant,ttl_juice_shop,ttl_karaoke,ttl_korean_restaurant,ttl_lawyer,ttl_lebanese_restaurant,ttl_library,ttl_liquor_store,ttl_lodging,ttl_market,ttl_meal_delivery,ttl_meal_takeaway,ttl_mediterranean_restaurant,ttl_mexican_restaurant,ttl_middle_eastern_restaurant,ttl_movie_theater,ttl_museum,ttl_night_club,ttl_park,ttl_parking,ttl_performing_arts_theater,ttl_pizza_restaurant,ttl_place_of_worship,ttl_pub,ttl_ramen_restaurant,ttl_resort_hotel,ttl_sandwich_shop,ttl_seafood_restaurant,ttl_spa,ttl_spanish_restaurant,ttl_sporting_goods_store,ttl_sports_activity_location,ttl_sports_club,ttl_sports_complex,ttl_steak_house,ttl_store,ttl_supermarket,ttl_sushi_restaurant,ttl_tea_house,ttl_thai_restaurant,ttl_tourist_attraction,ttl_turkish_restaurant,ttl_vegan_restaurant,ttl_vegetarian_restaurant,ttl_veterinary_care,ttl_video_arcade,ttl_vietnamese_restaurant,ttl_wedding_venue,ttl_wellness_center,ttl_wholesaler,ttl_wine_bar,ttl_yoga_studio,EXPENSIVE,INEXPENSIVE,MODERATE,rent,rent_change,yr,is_gentrified
11208,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,2334.5496115699575,-0.3826321611036755,2023,False
11209,1.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,8.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,9.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,23.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,7.0,1.0,5.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,14.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,48.0,2121.4528001518306,-0.12232431618455586,2023,False
11210,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,2593.6728068114185,-0.14972577907852747,2023,False
11211,0.0,1.0,0.0,18.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,10.0,0.0,77.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,13.0,0.0,23.0,2.0,0.0,0.0,3.0,11.0,0.0,0.0,17.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,4.0,7.0,2.0,0.0,0.0,14.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,32.0,30.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,16.0,17.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,13.0,3.0,16.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,13.0,0.0,3.0,3.0,0.0,8.0,4.0,0.0,5.0,0.0,1.0,0.0,1.0,3.0,30.0,0.0,12.0,0.0,6.0,0.0,1.0,6.0,9.0,0.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,7.0,67.0,113.0,3909.8020017574413,0.33037069748378034,2023,True
11212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,2485.758547700905,0.3148269359583131,2023,True
11213,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0,2741.240666169744,0.3272671551052011,2023,True
11214,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,29.0,2222.2803294020537,-0.2459016407479876,2023,False
11215,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,1.0,0.0,4.0,16.0,1.0,45.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,28.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,17.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,9.0,0.0,1.0,7.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,18.0,32.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,2.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,2.0,0.0,10.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,5.0,4.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,2.0,58.0,91.0,3374.6075657344204,0.36739688525193115,2023,True
11216,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,14.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,33.0,2938.694268370082,0.4152872983353282,2023,True
11217,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,13.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,9.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,2.0,5.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,23.0,62.0,3953.9266681475688,0.37718385956480516,2023,True
11218,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,12.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,2431.962122994708,0.28637164277330807,2023,True
11220,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,15.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,44.0,2350.374953760102,-0.20243460160833138,2023,False
11221,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,7.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,36.0,22.0,3040.2208494267106,0.40127232810221924,2023,True
11222,2.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,9.0,0.0,39.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,0.0,17.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,14.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,7.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,12.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,3.0,4.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,3.0,45.0,69.0,3913.0830983170767,0.46639912417917184,2023,True
11223,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,21.0,2160.054297199105,-0.004406435001537479,2023,False
11224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,3046.950442481108,0.2990005550496537,2023,True
11225,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,8.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,25.0,2823.096132347966,0.3393666969603455,2023,True
11226,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,2678.377610630931,0.332153968933089,2023,True
11228,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,6.0,2185.191261823766,0.14035716305420975,2023,False
11229,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,8.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,15.0,2258.2696682892597,0.2552166961294693,2023,True
11230,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,15.0,2656.560112446006,0.2244387358282427,2023,True
11231,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,25.0,46.0,3772.871176621335,0.5441902834750043,2023,True
11232,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,5.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,11.0,2738.6279761684295,-0.23326243489453824,2023,False
